file name,link,label_binary,local path
7eab033e-0e68-46c2-aff0-6a585129fa00_page_0019.pdf,https://drive.google.com/file/d/1tUdReSgRz1vqW1T_6vj_wC5Opl3CKOh7/view?usp=drivesdk,no risk,/Users/idan/projects/sandbox/for_tal/data/______ ______/7eab033e-0e68-46c2-aff0-6a585129fa00_page_0019.pdf
בדיקה-1-44_page_0001.pdf,https://drive.google.com/file/d/1Afq7W1T2Kgr7ykXgKb61p-rWoDctHDqk/view?usp=drivesdk,no risk,/Users/idan/projects/sandbox/for_tal/data/______ ______/בדיקה-1-44_page_0001.pdf
בדיקה-1-44_page_0002.pdf,https://drive.google.com/file/d/1LyNIyG71O2o6xZr4iC-oiZ7cCdESbvZY/view?usp=drivesdk,no risk,/Users/idan/projects/sandbox/for_tal/data/______ ______/בדיקה-1-44_page_0002.pdf
בדיקה-1-44_page_0003.pdf,https://drive.google.com/file/d/1YdRttNBGI0R1RvR5uBUMsHnyEeOrFvon/view?usp=drivesdk,no risk,/Users/idan/projects/sandbox/for_tal/data/______ ______/בדיקה-1-44_page_0003.pdf
בדיקה-1-44_page_0004.pdf,https://drive.google.com/file/d/1F4N_o6M_kyyR2U0lYd5uT9RsnSQgLIf8/view?usp=drivesdk,no risk,/Users/idan/projects/sandbox/for_tal/data/______ ______/בדיקה-1-44_page_0004.pdf
בדיקה-1-44_page_0005.pdf,https://drive.google.com/file/d/11qYV_YnKuq6K4Td_FlY0rXbe7cp-rXGt/view?usp=drivesdk,no risk,/Users/idan/projects/sandbox/for_tal/data/______ ______/בדיקה-1-44_page_0005.pdf
בדיקה-1-44_page_0006.pdf,https://drive.google.com/file/d/1ZqlK4k5bC8_HkvNWznMJRmsyU0og0SOq/view?usp=drivesdk,no risk,/Users/idan/projects/sandbox/for_tal/data/______ ______/בדיקה-1-44_page_0006.pdf
בדיקה-1-44_page_0007.pdf,https://drive.google.com/file/d/1UGeDNZwLQIx_r0ZiXoXgousjXJMhVmYU/view?usp=drivesdk,no risk,/Users/idan/projects/sandbox/for_tal/data/______ ______/בדיקה-1-44_page_0007.pdf
בדיקה-1-44_page_0008.pdf,https://drive.google.com/file/d/1vaxmgS0pNVEOyudrZu2H0K3N20JNAu4J/view?usp=drivesdk,no risk,/Users/idan/projects/sandbox/for_tal/data/______ ______/בדיקה-1-44_page_0008.pdf
בדיקה-1-44_page_0009.pdf,https://drive.google.com/file/d/1YNUKwz1w1YZunB6V81yb6Lgh631niPOZ/view?usp=drivesdk,no risk,/Users/idan/projects/sandbox/for_tal/data/______ ______/בדיקה-1-44_page_0009.pdf
בדיקה-1-44_page_0010.pdf,https://drive.google.com/file/d/1HmGfbpEZZq_o0sDiylLK9HHrDlDJC1NQ/view?usp=drivesdk,no risk,/Users/idan/projects/sandbox/for_tal/data/______ ______/בדיקה-1-44_page_0010.pdf
בדיקה-1-44_page_0011.pdf,https://drive.google.com/file/d/1gTV7QeV6PgLRO8F6Vv3Xs_uexG1xAfDs/view?usp=drivesdk,no risk,/Users/idan/projects/sandbox/for_tal/data/______ ______/בדיקה-1-44_page_0011.pdf
בדיקה-1-44_page_0012.pdf,https://drive.google.com/file/d/1dwvyPaLR5vxD0jef9Rs630qF6lMuyAlR/view?usp=drivesdk,no risk,/Users/idan/projects/sandbox/for_tal/data/______ ______/בדיקה-1-44_page_0012.pdf
בדיקה-1-44_page_0013.pdf,https://drive.google.com/file/d/16_tGHQ33DNjHd9C9hQY1-QSQBhpbTpGt/view?usp=drivesdk,no risk,/Users/idan/projects/sandbox/for_tal/data/______ ______/בדיקה-1-44_page_0013.pdf
בדיקה-1-44_page_0014.pdf,https://drive.google.com/file/d/10YxfPAULc0wM6n7vm2N_aduHfxL0hNcv/view?usp=drivesdk,no risk,/Users/idan/projects/sandbox/for_tal/data/______ ______/בדיקה-1-44_page_0014.pdf
בדיקה-1-44_page_0015.pdf,https://drive.google.com/file/d/1X8NUprqKxTvlxE9Co2ZK1GyrKw2ks5BU/view?usp=drivesdk,no risk,/Users/idan/projects/sandbox/for_tal/data/______ ______/בדיקה-1-44_page_0015.pdf
בדיקה-1-44_page_0016.pdf,https://drive.google.com/file/d/1URLK3WKQp0nDEwtyArKjgQQBRC5RShKd/view?usp=drivesdk,no risk,/Users/idan/projects/sandbox/for_tal/data/______ ______/בדיקה-1-44_page_0016.pdf
בדיקה-1-44_page_0017.pdf,https://drive.google.com/file/d/1tnVvLlQTh5EbAZO0S32xmnKt2sL6_2LD/view?usp=drivesdk,no risk,/Users/idan/projects/sandbox/for_tal/data/______ ______/בדיקה-1-44_page_0017.pdf
בדיקה-1-44_page_0018.pdf,https://drive.google.com/file/d/1D7ApG-vcYMlOHNrjraNwsrzNAQAr7wm5/view?usp=drivesdk,no risk,/Users/idan/projects/sandbox/for_tal/data/______ ______/בדיקה-1-44_page_0018.pdf
בדיקה-1-44_page_0019.pdf,https://drive.google.com/file/d/1ZJtKOQbMr9935fQaEnmM5Pim0VsRqfoo/view?usp=drivesdk,no risk,/Users/idan/projects/sandbox/for_tal/data/______ ______/בדיקה-1-44_page_0019.pdf
בדיקה-1-44_page_0020.pdf,https://drive.google.com/file/d/1gVD5Pk8gSulUTx_k7fKWxgcsm7Jsb3Ax/view?usp=drivesdk,no risk,/Users/idan/projects/sandbox/for_tal/data/______ ______/בדיקה-1-44_page_0020.pdf
בדיקה-1-44_page_0021.pdf,https://drive.google.com/file/d/1YYioZ4rfh0qCc5ATskvG8eX2tLw_iFAC/view?usp=drivesdk,no risk,/Users/idan/projects/sandbox/for_tal/data/______ ______/בדיקה-1-44_page_0021.pdf
בדיקה-1-44_page_0022.pdf,https://drive.google.com/file/d/1zUZCpRPVwd8eHHyrV70cER41Op4UEby7/view?usp=drivesdk,no risk,/Users/idan/projects/sandbox/for_tal/data/______ ______/בדיקה-1-44_page_0022.pdf
בדיקה-1-44_page_0023.pdf,https://drive.google.com/file/d/1ITPLgVN7YIIYbPxw_Zoa6OlizQx8KA1T/view?usp=drivesdk,no risk,/Users/idan/projects/sandbox/for_tal/data/______ ______/בדיקה-1-44_page_0023.pdf
בדיקה-1-44_page_0024.pdf,https://drive.google.com/file/d/1fvn8j9RQJYNcbFqwlQEHqwcbJXKLh0yg/view?usp=drivesdk,no risk,/Users/idan/projects/sandbox/for_tal/data/______ ______/בדיקה-1-44_page_0024.pdf
בדיקה-1-44_page_0025.pdf,https://drive.google.com/file/d/1XXS6WO41IPv7miUOe1FIx-GVFMpt2nVF/view?usp=drivesdk,no risk,/Users/idan/projects/sandbox/for_tal/data/______ ______/בדיקה-1-44_page_0025.pdf
בדיקה-1-44_page_0026.pdf,https://drive.google.com/file/d/1cshypDV208rIgDao0V0KyIEHKKudeyUX/view?usp=drivesdk,no risk,/Users/idan/projects/sandbox/for_tal/data/______ ______/בדיקה-1-44_page_0026.pdf
בדיקה-1-44_page_0027.pdf,https://drive.google.com/file/d/1Rv6nOyOJcHeBooBnaQbz-3QvFPJ5p9Vl/view?usp=drivesdk,no risk,/Users/idan/projects/sandbox/for_tal/data/______ ______/בדיקה-1-44_page_0027.pdf
בדיקה-1-44_page_0028.pdf,https://drive.google.com/file/d/1bBn80lE2edXj3vGswncNvV9a1OPr9MeL/view?usp=drivesdk,no risk,/Users/idan/projects/sandbox/for_tal/data/______ ______/בדיקה-1-44_page_0028.pdf
בדיקה-1-44_page_0029.pdf,https://drive.google.com/file/d/16rpwT_31pKxezFkaIMowNxKqoctNIoVS/view?usp=drivesdk,no risk,/Users/idan/projects/sandbox/for_tal/data/______ ______/בדיקה-1-44_page_0029.pdf
בדיקה-1-44_page_0030.pdf,https://drive.google.com/file/d/1oto7FVr-of05J_QBO6UWpPvyj6ttaC1J/view?usp=drivesdk,no risk,/Users/idan/projects/sandbox/for_tal/data/______ ______/בדיקה-1-44_page_0030.pdf
בדיקה-1-44_page_0031.pdf,https://drive.google.com/file/d/1DLFVJ84oqlEj0wIf0KPbOLiXHYMUEIGO/view?usp=drivesdk,no risk,/Users/idan/projects/sandbox/for_tal/data/______ ______/בדיקה-1-44_page_0031.pdf
בדיקה-1-44_page_0032.pdf,https://drive.google.com/file/d/1Aec9MJBVKDIDaOPJvbmZYIdEiW1W4RrR/view?usp=drivesdk,no risk,/Users/idan/projects/sandbox/for_tal/data/______ ______/בדיקה-1-44_page_0032.pdf
בדיקה-1-44_page_0033.pdf,https://drive.google.com/file/d/1vDjEvwBAdScj4Ep7g3LGaNtwnC37osFK/view?usp=drivesdk,no risk,/Users/idan/projects/sandbox/for_tal/data/______ ______/בדיקה-1-44_page_0033.pdf
בדיקה-1-44_page_0034.pdf,https://drive.google.com/file/d/1AJ0xaFYuHNuJtwg4iLkd68Rz26NcdG1O/view?usp=drivesdk,no risk,/Users/idan/projects/sandbox/for_tal/data/______ ______/בדיקה-1-44_page_0034.pdf
בדיקה-1-44_page_0035.pdf,https://drive.google.com/file/d/1IJvOxZmB5Q3mVBVnoIMFuLwhv2HoSSoE/view?usp=drivesdk,no risk,/Users/idan/projects/sandbox/for_tal/data/______ ______/בדיקה-1-44_page_0035.pdf
בדיקה-1-44_page_0036.pdf,https://drive.google.com/file/d/1nHCr8ir_8g3UyAimXZKvdLo1krYjqSNF/view?usp=drivesdk,no risk,/Users/idan/projects/sandbox/for_tal/data/______ ______/בדיקה-1-44_page_0036.pdf
בדיקה-1-44_page_0037.pdf,https://drive.google.com/file/d/1fVBFF0Odji7en41ggpQ66k_r34gYWqr9/view?usp=drivesdk,no risk,/Users/idan/projects/sandbox/for_tal/data/______ ______/בדיקה-1-44_page_0037.pdf
בדיקה-1-44_page_0038.pdf,https://drive.google.com/file/d/1UjCOTya0rpfUAIJT3wY8HtiNorHWt0Ph/view?usp=drivesdk,no risk,/Users/idan/projects/sandbox/for_tal/data/______ ______/בדיקה-1-44_page_0038.pdf
בדיקה-1-44_page_0039.pdf,https://drive.google.com/file/d/1rIju8mNeGQd2b3oRV4_Q1CwrijQn_hf-/view?usp=drivesdk,no risk,/Users/idan/projects/sandbox/for_tal/data/______ ______/בדיקה-1-44_page_0039.pdf
בדיקה-1-44_page_0040.pdf,https://drive.google.com/file/d/1tfmczkQW1Ecb9jTcMBezlYmbgjZ_ZTyQ/view?usp=drivesdk,no risk,/Users/idan/projects/sandbox/for_tal/data/______ ______/בדיקה-1-44_page_0040.pdf
בדיקה-1-44_page_0041.pdf,https://drive.google.com/file/d/1Dd0R3BKvN62zSjWqXMCqUbNLyakLIRgB/view?usp=drivesdk,no risk,/Users/idan/projects/sandbox/for_tal/data/______ ______/בדיקה-1-44_page_0041.pdf
בדיקה-1-44_page_0042.pdf,https://drive.google.com/file/d/1VOnUH2RpVse8ksXNVI9VLI0ezgaVY0xX/view?usp=drivesdk,no risk,/Users/idan/projects/sandbox/for_tal/data/______ ______/בדיקה-1-44_page_0042.pdf
בדיקה-1-44_page_0043.pdf,https://drive.google.com/file/d/1EwuBl_GWQPEQRbRt8p52jYbW6_FcTH4j/view?usp=drivesdk,no risk,/Users/idan/projects/sandbox/for_tal/data/______ ______/בדיקה-1-44_page_0043.pdf
בדיקה-1-44_page_0044.pdf,https://drive.google.com/file/d/19osfuyrWEQBQWmCbvLEYdL-LyXU5Ho9d/view?usp=drivesdk,no risk,/Users/idan/projects/sandbox/for_tal/data/______ ______/בדיקה-1-44_page_0044.pdf
בדיקה-1-56_page_0001.pdf,https://drive.google.com/file/d/1B13wOattcX4I9W0euY8X7H63CiBjv58c/view?usp=drivesdk,no risk,/Users/idan/projects/sandbox/for_tal/data/______ ______/בדיקה-1-56_page_0001.pdf
בדיקה-1-56_page_0002.pdf,https://drive.google.com/file/d/1pYuw4u-DYb2d3qiTLi9zdnanJZlYwFO0/view?usp=drivesdk,no risk,/Users/idan/projects/sandbox/for_tal/data/______ ______/בדיקה-1-56_page_0002.pdf
בדיקה-1-56_page_0003.pdf,https://drive.google.com/file/d/1yb2D2NpNh_P4jyGGliV4s1E_c8W3uotV/view?usp=drivesdk,no risk,/Users/idan/projects/sandbox/for_tal/data/______ ______/בדיקה-1-56_page_0003.pdf
בדיקה-1-56_page_0004.pdf,https://drive.google.com/file/d/1Nt9hdyL0PyDZ6TpPT6Wt1QYNgqldqGuq/view?usp=drivesdk,no risk,/Users/idan/projects/sandbox/for_tal/data/______ ______/בדיקה-1-56_page_0004.pdf
בדיקה-1-56_page_0005.pdf,https://drive.google.com/file/d/1E0ZNpYdZ5MARWVbEYohSlbBONmqOpTxk/view?usp=drivesdk,no risk,/Users/idan/projects/sandbox/for_tal/data/______ ______/בדיקה-1-56_page_0005.pdf
בדיקה-1-56_page_0006.pdf,https://drive.google.com/file/d/1pZTNMvPGWhop_FNuI1xW3f_nxHlHHEre/view?usp=drivesdk,no risk,/Users/idan/projects/sandbox/for_tal/data/______ ______/בדיקה-1-56_page_0006.pdf
בדיקה-1-56_page_0007.pdf,https://drive.google.com/file/d/1o4f3xhWRVKyYHDNrhfXaaxmRv7BgtMjN/view?usp=drivesdk,no risk,/Users/idan/projects/sandbox/for_tal/data/______ ______/בדיקה-1-56_page_0007.pdf
בדיקה-1-56_page_0008.pdf,https://drive.google.com/file/d/1ijhj8Q3CBVvQCKtNSl5lCrPY6BHSJNVt/view?usp=drivesdk,no risk,/Users/idan/projects/sandbox/for_tal/data/______ ______/בדיקה-1-56_page_0008.pdf
בדיקה-1-56_page_0009.pdf,https://drive.google.com/file/d/1BMnYYyG7wpaWJEyhiH6_ypnZLIlGskwj/view?usp=drivesdk,no risk,/Users/idan/projects/sandbox/for_tal/data/______ ______/בדיקה-1-56_page_0009.pdf
בדיקה-1-56_page_0010.pdf,https://drive.google.com/file/d/1lT1Ow1ZF4E99SBKqRnCy4Fp0tWhM7oPr/view?usp=drivesdk,no risk,/Users/idan/projects/sandbox/for_tal/data/______ ______/בדיקה-1-56_page_0010.pdf
בדיקה-1-56_page_0011.pdf,https://drive.google.com/file/d/1E75_TLB7uvCqB-sa_h6ohhK66xGEUPmx/view?usp=drivesdk,no risk,/Users/idan/projects/sandbox/for_tal/data/______ ______/בדיקה-1-56_page_0011.pdf
בדיקה-1-56_page_0012.pdf,https://drive.google.com/file/d/1anR3SFsteYlBv00si9Er9sdukYWG5idw/view?usp=drivesdk,no risk,/Users/idan/projects/sandbox/for_tal/data/______ ______/בדיקה-1-56_page_0012.pdf
בדיקה-1-56_page_0013.pdf,https://drive.google.com/file/d/1PQXpNF8yxBflIudt__8BfY9PZmnqprz-/view?usp=drivesdk,no risk,/Users/idan/projects/sandbox/for_tal/data/______ ______/בדיקה-1-56_page_0013.pdf
בדיקה-1-56_page_0014.pdf,https://drive.google.com/file/d/1H50gP4yBc7SIiC5ja9YLZndfa4eZFJRe/view?usp=drivesdk,no risk,/Users/idan/projects/sandbox/for_tal/data/______ ______/בדיקה-1-56_page_0014.pdf
בדיקה-1-56_page_0015.pdf,https://drive.google.com/file/d/1_so5Q2qIjkzDAiS02vUfie5-SuUt9qpa/view?usp=drivesdk,no risk,/Users/idan/projects/sandbox/for_tal/data/______ ______/בדיקה-1-56_page_0015.pdf
בדיקה-1-56_page_0016.pdf,https://drive.google.com/file/d/1asuNwiLmVDdJIT2tBAkSPj0ocTJ9-F_R/view?usp=drivesdk,no risk,/Users/idan/projects/sandbox/for_tal/data/______ ______/בדיקה-1-56_page_0016.pdf
בדיקה-1-56_page_0017.pdf,https://drive.google.com/file/d/1AYHvngXTg6vOAMAvLBAQyUzCiQg7SBGx/view?usp=drivesdk,no risk,/Users/idan/projects/sandbox/for_tal/data/______ ______/בדיקה-1-56_page_0017.pdf
בדיקה-1-56_page_0018.pdf,https://drive.google.com/file/d/1Ypa44JxNm-MQaHbIeraKuPsmdk_NieZU/view?usp=drivesdk,no risk,/Users/idan/projects/sandbox/for_tal/data/______ ______/בדיקה-1-56_page_0018.pdf
בדיקה-1-56_page_0019.pdf,https://drive.google.com/file/d/1msvPRzp4avVEuQQOAImN07-gRwA_0cIi/view?usp=drivesdk,no risk,/Users/idan/projects/sandbox/for_tal/data/______ ______/בדיקה-1-56_page_0019.pdf
בדיקה-1-56_page_0020.pdf,https://drive.google.com/file/d/1XR4aNppSHnd5R824wzm4iAdyF2H85xhK/view?usp=drivesdk,no risk,/Users/idan/projects/sandbox/for_tal/data/______ ______/בדיקה-1-56_page_0020.pdf
בדיקה-1-56_page_0021.pdf,https://drive.google.com/file/d/1AwXeYkDNCpXHFbZ6V0t-c9zK1EsnP4d_/view?usp=drivesdk,no risk,/Users/idan/projects/sandbox/for_tal/data/______ ______/בדיקה-1-56_page_0021.pdf
בדיקה-1-56_page_0022.pdf,https://drive.google.com/file/d/1qTc70oKr-aL-ISvNfN1Tj6O3PeXfxx2z/view?usp=drivesdk,no risk,/Users/idan/projects/sandbox/for_tal/data/______ ______/בדיקה-1-56_page_0022.pdf
בדיקה-1-56_page_0023.pdf,https://drive.google.com/file/d/10HNjjrs-gnLmsrxJWZ1zeUjdO7yOAPa8/view?usp=drivesdk,no risk,/Users/idan/projects/sandbox/for_tal/data/______ ______/בדיקה-1-56_page_0023.pdf
בדיקה-1-56_page_0024.pdf,https://drive.google.com/file/d/1SXmIS7yuPyYG9HlH1THn4ucehMZvCbsd/view?usp=drivesdk,no risk,/Users/idan/projects/sandbox/for_tal/data/______ ______/בדיקה-1-56_page_0024.pdf
בדיקה-1-56_page_0025.pdf,https://drive.google.com/file/d/1SqYNRxtUnRGJ8AefrpoQHIQfYgoiEf-w/view?usp=drivesdk,no risk,/Users/idan/projects/sandbox/for_tal/data/______ ______/בדיקה-1-56_page_0025.pdf
בדיקה-1-56_page_0026.pdf,https://drive.google.com/file/d/1Qz7npMkvmaRE3t_BArmOrBk301QVMUvY/view?usp=drivesdk,no risk,/Users/idan/projects/sandbox/for_tal/data/______ ______/בדיקה-1-56_page_0026.pdf
בדיקה-1-56_page_0027.pdf,https://drive.google.com/file/d/1CewgdIuw_syGsQgh2hGbtXka2WekJL-b/view?usp=drivesdk,no risk,/Users/idan/projects/sandbox/for_tal/data/______ ______/בדיקה-1-56_page_0027.pdf
בדיקה-1-56_page_0028.pdf,https://drive.google.com/file/d/1j6Xps_oTTajW5kWqBEV5U18AztcIqFid/view?usp=drivesdk,no risk,/Users/idan/projects/sandbox/for_tal/data/______ ______/בדיקה-1-56_page_0028.pdf
בדיקה-1-56_page_0029.pdf,https://drive.google.com/file/d/11wP-4USwcBu7_tO6cEL2ujxr1dqrnykF/view?usp=drivesdk,no risk,/Users/idan/projects/sandbox/for_tal/data/______ ______/בדיקה-1-56_page_0029.pdf
בדיקה-1-56_page_0030.pdf,https://drive.google.com/file/d/1tBljw8YqPtUsZEfdx064uKNMhpX_rexm/view?usp=drivesdk,no risk,/Users/idan/projects/sandbox/for_tal/data/______ ______/בדיקה-1-56_page_0030.pdf
בדיקה-1-56_page_0031.pdf,https://drive.google.com/file/d/1x3t2gbNd16_30RHGbqhb1jhiHBg9OjQo/view?usp=drivesdk,no risk,/Users/idan/projects/sandbox/for_tal/data/______ ______/בדיקה-1-56_page_0031.pdf
בדיקה-1-56_page_0032.pdf,https://drive.google.com/file/d/1m1I4CV_lZtG4fdJspi6TR0Z_4AGJ6NQm/view?usp=drivesdk,no risk,/Users/idan/projects/sandbox/for_tal/data/______ ______/בדיקה-1-56_page_0032.pdf
בדיקה-1-56_page_0033.pdf,https://drive.google.com/file/d/1s8Y9fQ2PKqRFyovY9HCIyxbkr_sV4qYq/view?usp=drivesdk,no risk,/Users/idan/projects/sandbox/for_tal/data/______ ______/בדיקה-1-56_page_0033.pdf
בדיקה-1-56_page_0034.pdf,https://drive.google.com/file/d/1aaYOrjisDfQLEamll7wJvHZwCgrIxHi6/view?usp=drivesdk,no risk,/Users/idan/projects/sandbox/for_tal/data/______ ______/בדיקה-1-56_page_0034.pdf
