file_path,page_num,institution,template_family,label_binary,split,drive_link,drive_id,source_folder,source_doc_stem,is_edge_case,D,H,S,L,risk_score
7eab033e-0e68-46c2-aff0-6a585129fa00_page_0007.pdf,7,regular_docs,regular_form,0,train,https://drive.google.com/file/d/1yYZyi7zhWVbeJ1MXVgfhq1eQERRsknrB/view?usp=drivesdk,1yYZyi7zhWVbeJ1MXVgfhq1eQERRsknrB,regular_forms,7eab033e-0e68-46c2-aff0-6a585129fa00,False,2,0,1,1,3
7eab033e-0e68-46c2-aff0-6a585129fa00_page_0008.pdf,8,regular_docs,regular_form,0,train,https://drive.google.com/file/d/1W-Uwo8XLw5BU1pWfk8A-ywFiexEaDjVr/view?usp=drivesdk,1W-Uwo8XLw5BU1pWfk8A-ywFiexEaDjVr,regular_forms,7eab033e-0e68-46c2-aff0-6a585129fa00,False,1,0,1,1,4
7eab033e-0e68-46c2-aff0-6a585129fa00_page_0009.pdf,9,regular_docs,regular_form,0,train,https://drive.google.com/file/d/1Xgd1vw2kemMkJBoCvqolcntTykMtqTbD/view?usp=drivesdk,1Xgd1vw2kemMkJBoCvqolcntTykMtqTbD,regular_forms,7eab033e-0e68-46c2-aff0-6a585129fa00,False,2,1,1,1,4
7eab033e-0e68-46c2-aff0-6a585129fa00_page_0010.pdf,10,regular_docs,regular_form,0,train,https://drive.google.com/file/d/1nL7ayS076K6ow1HKGGZJWEnPkmYdnjdj/view?usp=drivesdk,1nL7ayS076K6ow1HKGGZJWEnPkmYdnjdj,regular_forms,7eab033e-0e68-46c2-aff0-6a585129fa00,False,3,0,0,1,1
7eab033e-0e68-46c2-aff0-6a585129fa00_page_0011.pdf,11,regular_docs,regular_form,0,train,https://drive.google.com/file/d/1oq-KeHFdI7jkqUWnxK-V1xITeeKL3GMR/view?usp=drivesdk,1oq-KeHFdI7jkqUWnxK-V1xITeeKL3GMR,regular_forms,7eab033e-0e68-46c2-aff0-6a585129fa00,False,2,1,1,2,5
7eab033e-0e68-46c2-aff0-6a585129fa00_page_0016.pdf,16,regular_docs,regular_form,0,train,https://drive.google.com/file/d/1q1v4sJO8K5Mt4M9XEZ1XT8wUNy6FyPbw/view?usp=drivesdk,1q1v4sJO8K5Mt4M9XEZ1XT8wUNy6FyPbw,regular_forms,7eab033e-0e68-46c2-aff0-6a585129fa00,False,3,1,2,2,5
7eab033e-0e68-46c2-aff0-6a585129fa00_page_0017.pdf,17,regular_docs,regular_form,0,train,https://drive.google.com/file/d/19_qLHUmSchrb6p2IXxfIIxUzM_kE8A4z/view?usp=drivesdk,19_qLHUmSchrb6p2IXxfIIxUzM_kE8A4z,regular_forms,7eab033e-0e68-46c2-aff0-6a585129fa00,False,1,0,1,2,5
7eab033e-0e68-46c2-aff0-6a585129fa00_page_0018.pdf,18,regular_docs,regular_form,0,train,https://drive.google.com/file/d/1rSI1LAZyXPiRE1_gNYZ8QDXQ33XBkaPh/view?usp=drivesdk,1rSI1LAZyXPiRE1_gNYZ8QDXQ33XBkaPh,regular_forms,7eab033e-0e68-46c2-aff0-6a585129fa00,False,2,0,1,1,3
בדיקה-1-44_page_0001.pdf,1,regular_docs,regular_form,0,train,https://drive.google.com/file/d/1Afq7W1T2Kgr7ykXgKb61p-rWoDctHDqk/view?usp=drivesdk,1Afq7W1T2Kgr7ykXgKb61p-rWoDctHDqk,regular_forms,בדיקה-1-44,False,2,0,0,0,1
בדיקה-1-44_page_0002.pdf,2,regular_docs,regular_form,0,train,https://drive.google.com/file/d/1LyNIyG71O2o6xZr4iC-oiZ7cCdESbvZY/view?usp=drivesdk,1LyNIyG71O2o6xZr4iC-oiZ7cCdESbvZY,regular_forms,בדיקה-1-44,False,3,0,0,0,0
בדיקה-1-44_page_0003.pdf,3,regular_docs,regular_form,0,train,https://drive.google.com/file/d/1YdRttNBGI0R1RvR5uBUMsHnyEeOrFvon/view?usp=drivesdk,1YdRttNBGI0R1RvR5uBUMsHnyEeOrFvon,regular_forms,בדיקה-1-44,False,3,0,0,0,0
בדיקה-1-44_page_0005.pdf,5,regular_docs,regular_form,0,train,https://drive.google.com/file/d/11qYV_YnKuq6K4Td_FlY0rXbe7cp-rXGt/view?usp=drivesdk,11qYV_YnKuq6K4Td_FlY0rXbe7cp-rXGt,regular_forms,בדיקה-1-44,False,3,0,0,0,0
בדיקה-1-44_page_0006.pdf,6,regular_docs,regular_form,0,train,https://drive.google.com/file/d/1ZqlK4k5bC8_HkvNWznMJRmsyU0og0SOq/view?usp=drivesdk,1ZqlK4k5bC8_HkvNWznMJRmsyU0og0SOq,regular_forms,בדיקה-1-44,False,3,0,0,0,0
בדיקה-1-44_page_0007.pdf,7,regular_docs,regular_form,0,train,https://drive.google.com/file/d/1UGeDNZwLQIx_r0ZiXoXgousjXJMhVmYU/view?usp=drivesdk,1UGeDNZwLQIx_r0ZiXoXgousjXJMhVmYU,regular_forms,בדיקה-1-44,False,2,0,0,0,1
בדיקה-1-44_page_0008.pdf,8,regular_docs,regular_form,0,train,https://drive.google.com/file/d/1vaxmgS0pNVEOyudrZu2H0K3N20JNAu4J/view?usp=drivesdk,1vaxmgS0pNVEOyudrZu2H0K3N20JNAu4J,regular_forms,בדיקה-1-44,False,3,0,0,0,0
בדיקה-1-44_page_0009.pdf,9,regular_docs,regular_form,0,train,https://drive.google.com/file/d/1YNUKwz1w1YZunB6V81yb6Lgh631niPOZ/view?usp=drivesdk,1YNUKwz1w1YZunB6V81yb6Lgh631niPOZ,regular_forms,בדיקה-1-44,False,3,0,0,0,0
בדיקה-1-44_page_0012.pdf,12,regular_docs,regular_form,0,train,https://drive.google.com/file/d/1dwvyPaLR5vxD0jef9Rs630qF6lMuyAlR/view?usp=drivesdk,1dwvyPaLR5vxD0jef9Rs630qF6lMuyAlR,regular_forms,בדיקה-1-44,False,1,0,0,0,2
בדיקה-1-44_page_0013.pdf,13,regular_docs,regular_form,0,train,https://drive.google.com/file/d/16_tGHQ33DNjHd9C9hQY1-QSQBhpbTpGt/view?usp=drivesdk,16_tGHQ33DNjHd9C9hQY1-QSQBhpbTpGt,regular_forms,בדיקה-1-44,False,1,0,0,0,2
בדיקה-1-44_page_0015.pdf,15,regular_docs,regular_form,0,train,https://drive.google.com/file/d/1X8NUprqKxTvlxE9Co2ZK1GyrKw2ks5BU/view?usp=drivesdk,1X8NUprqKxTvlxE9Co2ZK1GyrKw2ks5BU,regular_forms,בדיקה-1-44,False,1,1,1,2,6
בדיקה-1-44_page_0018.pdf,18,regular_docs,regular_form,0,train,https://drive.google.com/file/d/1D7ApG-vcYMlOHNrjraNwsrzNAQAr7wm5/view?usp=drivesdk,1D7ApG-vcYMlOHNrjraNwsrzNAQAr7wm5,regular_forms,בדיקה-1-44,False,1,0,0,2,4
בדיקה-1-44_page_0019.pdf,19,regular_docs,regular_form,0,train,https://drive.google.com/file/d/1ZJtKOQbMr9935fQaEnmM5Pim0VsRqfoo/view?usp=drivesdk,1ZJtKOQbMr9935fQaEnmM5Pim0VsRqfoo,regular_forms,בדיקה-1-44,False,1,0,0,0,2
בדיקה-1-44_page_0020.pdf,20,regular_docs,regular_form,0,train,https://drive.google.com/file/d/1gVD5Pk8gSulUTx_k7fKWxgcsm7Jsb3Ax/view?usp=drivesdk,1gVD5Pk8gSulUTx_k7fKWxgcsm7Jsb3Ax,regular_forms,בדיקה-1-44,False,1,0,0,0,2
בדיקה-1-44_page_0021.pdf,21,regular_docs,regular_form,0,train,https://drive.google.com/file/d/1YYioZ4rfh0qCc5ATskvG8eX2tLw_iFAC/view?usp=drivesdk,1YYioZ4rfh0qCc5ATskvG8eX2tLw_iFAC,regular_forms,בדיקה-1-44,False,1,0,1,1,4
בדיקה-1-44_page_0022.pdf,22,regular_docs,regular_form,0,train,https://drive.google.com/file/d/1zUZCpRPVwd8eHHyrV70cER41Op4UEby7/view?usp=drivesdk,1zUZCpRPVwd8eHHyrV70cER41Op4UEby7,regular_forms,בדיקה-1-44,False,2,0,0,1,2
בדיקה-1-44_page_0023.pdf,23,regular_docs,regular_form,0,train,https://drive.google.com/file/d/1ITPLgVN7YIIYbPxw_Zoa6OlizQx8KA1T/view?usp=drivesdk,1ITPLgVN7YIIYbPxw_Zoa6OlizQx8KA1T,regular_forms,בדיקה-1-44,False,3,0,1,1,2
בדיקה-1-44_page_0024.pdf,24,regular_docs,regular_form,0,train,https://drive.google.com/file/d/1fvn8j9RQJYNcbFqwlQEHqwcbJXKLh0yg/view?usp=drivesdk,1fvn8j9RQJYNcbFqwlQEHqwcbJXKLh0yg,regular_forms,בדיקה-1-44,False,3,0,0,1,1
בדיקה-1-44_page_0025.pdf,25,regular_docs,regular_form,0,train,https://drive.google.com/file/d/1XXS6WO41IPv7miUOe1FIx-GVFMpt2nVF/view?usp=drivesdk,1XXS6WO41IPv7miUOe1FIx-GVFMpt2nVF,regular_forms,בדיקה-1-44,False,3,0,0,1,1
בדיקה-1-44_page_0026.pdf,26,regular_docs,regular_form,0,train,https://drive.google.com/file/d/1cshypDV208rIgDao0V0KyIEHKKudeyUX/view?usp=drivesdk,1cshypDV208rIgDao0V0KyIEHKKudeyUX,regular_forms,בדיקה-1-44,False,3,0,0,1,1
בדיקה-1-44_page_0027.pdf,27,regular_docs,regular_form,0,train,https://drive.google.com/file/d/1Rv6nOyOJcHeBooBnaQbz-3QvFPJ5p9Vl/view?usp=drivesdk,1Rv6nOyOJcHeBooBnaQbz-3QvFPJ5p9Vl,regular_forms,בדיקה-1-44,False,3,0,0,1,1
בדיקה-1-44_page_0028.pdf,28,regular_docs,regular_form,0,train,https://drive.google.com/file/d/1bBn80lE2edXj3vGswncNvV9a1OPr9MeL/view?usp=drivesdk,1bBn80lE2edXj3vGswncNvV9a1OPr9MeL,regular_forms,בדיקה-1-44,False,3,0,0,0,0
בדיקה-1-44_page_0029.pdf,29,regular_docs,regular_form,0,train,https://drive.google.com/file/d/16rpwT_31pKxezFkaIMowNxKqoctNIoVS/view?usp=drivesdk,16rpwT_31pKxezFkaIMowNxKqoctNIoVS,regular_forms,בדיקה-1-44,False,3,0,0,1,1
בדיקה-1-44_page_0030.pdf,30,regular_docs,regular_form,0,train,https://drive.google.com/file/d/1oto7FVr-of05J_QBO6UWpPvyj6ttaC1J/view?usp=drivesdk,1oto7FVr-of05J_QBO6UWpPvyj6ttaC1J,regular_forms,בדיקה-1-44,False,3,0,0,1,1
בדיקה-1-44_page_0033.pdf,33,regular_docs,regular_form,0,train,https://drive.google.com/file/d/1vDjEvwBAdScj4Ep7g3LGaNtwnC37osFK/view?usp=drivesdk,1vDjEvwBAdScj4Ep7g3LGaNtwnC37osFK,regular_forms,בדיקה-1-44,False,3,0,0,1,1
בדיקה-1-44_page_0034.pdf,34,regular_docs,regular_form,0,train,https://drive.google.com/file/d/1AJ0xaFYuHNuJtwg4iLkd68Rz26NcdG1O/view?usp=drivesdk,1AJ0xaFYuHNuJtwg4iLkd68Rz26NcdG1O,regular_forms,בדיקה-1-44,False,3,0,0,0,0
בדיקה-1-44_page_0038.pdf,38,regular_docs,regular_form,0,train,https://drive.google.com/file/d/1UjCOTya0rpfUAIJT3wY8HtiNorHWt0Ph/view?usp=drivesdk,1UjCOTya0rpfUAIJT3wY8HtiNorHWt0Ph,regular_forms,בדיקה-1-44,False,1,0,0,1,3
בדיקה-1-44_page_0040.pdf,40,regular_docs,regular_form,0,train,https://drive.google.com/file/d/1tfmczkQW1Ecb9jTcMBezlYmbgjZ_ZTyQ/view?usp=drivesdk,1tfmczkQW1Ecb9jTcMBezlYmbgjZ_ZTyQ,regular_forms,בדיקה-1-44,False,1,0,0,0,2
בדיקה-1-44_page_0041.pdf,41,regular_docs,regular_form,0,train,https://drive.google.com/file/d/1Dd0R3BKvN62zSjWqXMCqUbNLyakLIRgB/view?usp=drivesdk,1Dd0R3BKvN62zSjWqXMCqUbNLyakLIRgB,regular_forms,בדיקה-1-44,False,0,0,0,0,3
בדיקה-1-44_page_0042.pdf,42,regular_docs,regular_form,0,train,https://drive.google.com/file/d/1VOnUH2RpVse8ksXNVI9VLI0ezgaVY0xX/view?usp=drivesdk,1VOnUH2RpVse8ksXNVI9VLI0ezgaVY0xX,regular_forms,בדיקה-1-44,False,3,0,0,0,0
בדיקה-1-44_page_0044.pdf,44,regular_docs,regular_form,0,train,https://drive.google.com/file/d/19osfuyrWEQBQWmCbvLEYdL-LyXU5Ho9d/view?usp=drivesdk,19osfuyrWEQBQWmCbvLEYdL-LyXU5Ho9d,regular_forms,בדיקה-1-44,False,2,0,0,0,1
בדיקה-1-56_page_0001.pdf,1,regular_docs,regular_form,0,train,https://drive.google.com/file/d/1B13wOattcX4I9W0euY8X7H63CiBjv58c/view?usp=drivesdk,1B13wOattcX4I9W0euY8X7H63CiBjv58c,regular_forms,בדיקה-1-56,False,2,0,0,0,1
בדיקה-1-56_page_0003.pdf,3,regular_docs,regular_form,0,train,https://drive.google.com/file/d/1yb2D2NpNh_P4jyGGliV4s1E_c8W3uotV/view?usp=drivesdk,1yb2D2NpNh_P4jyGGliV4s1E_c8W3uotV,regular_forms,בדיקה-1-56,False,1,0,0,1,3
בדיקה-1-56_page_0004.pdf,4,regular_docs,regular_form,0,train,https://drive.google.com/file/d/1Nt9hdyL0PyDZ6TpPT6Wt1QYNgqldqGuq/view?usp=drivesdk,1Nt9hdyL0PyDZ6TpPT6Wt1QYNgqldqGuq,regular_forms,בדיקה-1-56,False,3,0,0,0,0
בדיקה-1-56_page_0005.pdf,5,regular_docs,regular_form,0,train,https://drive.google.com/file/d/1E0ZNpYdZ5MARWVbEYohSlbBONmqOpTxk/view?usp=drivesdk,1E0ZNpYdZ5MARWVbEYohSlbBONmqOpTxk,regular_forms,בדיקה-1-56,False,2,0,1,1,3
בדיקה-1-56_page_0007.pdf,7,regular_docs,regular_form,0,train,https://drive.google.com/file/d/1o4f3xhWRVKyYHDNrhfXaaxmRv7BgtMjN/view?usp=drivesdk,1o4f3xhWRVKyYHDNrhfXaaxmRv7BgtMjN,regular_forms,בדיקה-1-56,False,2,0,0,1,2
בדיקה-1-56_page_0009.pdf,9,regular_docs,regular_form,0,train,https://drive.google.com/file/d/1BMnYYyG7wpaWJEyhiH6_ypnZLIlGskwj/view?usp=drivesdk,1BMnYYyG7wpaWJEyhiH6_ypnZLIlGskwj,regular_forms,בדיקה-1-56,False,2,0,0,1,2
בדיקה-1-56_page_0010.pdf,10,regular_docs,regular_form,0,train,https://drive.google.com/file/d/1lT1Ow1ZF4E99SBKqRnCy4Fp0tWhM7oPr/view?usp=drivesdk,1lT1Ow1ZF4E99SBKqRnCy4Fp0tWhM7oPr,regular_forms,בדיקה-1-56,False,2,0,0,1,2
בדיקה-1-56_page_0012.pdf,12,regular_docs,regular_form,0,train,https://drive.google.com/file/d/1anR3SFsteYlBv00si9Er9sdukYWG5idw/view?usp=drivesdk,1anR3SFsteYlBv00si9Er9sdukYWG5idw,regular_forms,בדיקה-1-56,False,2,0,0,1,2
בדיקה-1-56_page_0013.pdf,13,regular_docs,regular_form,0,train,https://drive.google.com/file/d/1PQXpNF8yxBflIudt__8BfY9PZmnqprz-/view?usp=drivesdk,1PQXpNF8yxBflIudt__8BfY9PZmnqprz-,regular_forms,בדיקה-1-56,False,2,0,0,1,2
בדיקה-1-56_page_0014.pdf,14,regular_docs,regular_form,0,train,https://drive.google.com/file/d/1H50gP4yBc7SIiC5ja9YLZndfa4eZFJRe/view?usp=drivesdk,1H50gP4yBc7SIiC5ja9YLZndfa4eZFJRe,regular_forms,בדיקה-1-56,False,2,0,1,2,4
בדיקה-1-56_page_0015.pdf,15,regular_docs,regular_form,0,train,https://drive.google.com/file/d/1_so5Q2qIjkzDAiS02vUfie5-SuUt9qpa/view?usp=drivesdk,1_so5Q2qIjkzDAiS02vUfie5-SuUt9qpa,regular_forms,בדיקה-1-56,False,2,0,0,1,2
בדיקה-1-56_page_0016.pdf,16,regular_docs,regular_form,0,train,https://drive.google.com/file/d/1asuNwiLmVDdJIT2tBAkSPj0ocTJ9-F_R/view?usp=drivesdk,1asuNwiLmVDdJIT2tBAkSPj0ocTJ9-F_R,regular_forms,בדיקה-1-56,False,2,0,0,1,2
בדיקה-1-56_page_0017.pdf,17,regular_docs,regular_form,0,train,https://drive.google.com/file/d/1AYHvngXTg6vOAMAvLBAQyUzCiQg7SBGx/view?usp=drivesdk,1AYHvngXTg6vOAMAvLBAQyUzCiQg7SBGx,regular_forms,בדיקה-1-56,False,2,0,1,1,3
בדיקה-1-56_page_0018.pdf,18,regular_docs,regular_form,0,train,https://drive.google.com/file/d/1Ypa44JxNm-MQaHbIeraKuPsmdk_NieZU/view?usp=drivesdk,1Ypa44JxNm-MQaHbIeraKuPsmdk_NieZU,regular_forms,בדיקה-1-56,False,2,0,0,0,1
בדיקה-1-56_page_0019.pdf,19,regular_docs,regular_form,0,train,https://drive.google.com/file/d/1msvPRzp4avVEuQQOAImN07-gRwA_0cIi/view?usp=drivesdk,1msvPRzp4avVEuQQOAImN07-gRwA_0cIi,regular_forms,בדיקה-1-56,False,2,0,0,0,1
בדיקה-1-56_page_0020.pdf,20,regular_docs,regular_form,0,train,https://drive.google.com/file/d/1XR4aNppSHnd5R824wzm4iAdyF2H85xhK/view?usp=drivesdk,1XR4aNppSHnd5R824wzm4iAdyF2H85xhK,regular_forms,בדיקה-1-56,False,1,0,0,0,2
בדיקה-1-56_page_0021.pdf,21,regular_docs,regular_form,0,train,https://drive.google.com/file/d/1AwXeYkDNCpXHFbZ6V0t-c9zK1EsnP4d_/view?usp=drivesdk,1AwXeYkDNCpXHFbZ6V0t-c9zK1EsnP4d_,regular_forms,בדיקה-1-56,False,3,0,0,0,0
בדיקה-1-56_page_0022.pdf,22,regular_docs,regular_form,0,train,https://drive.google.com/file/d/1qTc70oKr-aL-ISvNfN1Tj6O3PeXfxx2z/view?usp=drivesdk,1qTc70oKr-aL-ISvNfN1Tj6O3PeXfxx2z,regular_forms,בדיקה-1-56,False,1,0,0,1,3
בדיקה-1-56_page_0025.pdf,25,regular_docs,regular_form,0,train,https://drive.google.com/file/d/1SqYNRxtUnRGJ8AefrpoQHIQfYgoiEf-w/view?usp=drivesdk,1SqYNRxtUnRGJ8AefrpoQHIQfYgoiEf-w,regular_forms,בדיקה-1-56,False,2,0,1,1,3
בדיקה-1-56_page_0026.pdf,26,regular_docs,regular_form,0,train,https://drive.google.com/file/d/1Qz7npMkvmaRE3t_BArmOrBk301QVMUvY/view?usp=drivesdk,1Qz7npMkvmaRE3t_BArmOrBk301QVMUvY,regular_forms,בדיקה-1-56,False,2,0,1,1,3
בדיקה-1-56_page_0028.pdf,28,regular_docs,regular_form,0,train,https://drive.google.com/file/d/1j6Xps_oTTajW5kWqBEV5U18AztcIqFid/view?usp=drivesdk,1j6Xps_oTTajW5kWqBEV5U18AztcIqFid,regular_forms,בדיקה-1-56,False,2,0,1,1,3
בדיקה-1-56_page_0029.pdf,29,regular_docs,regular_form,0,train,https://drive.google.com/file/d/11wP-4USwcBu7_tO6cEL2ujxr1dqrnykF/view?usp=drivesdk,11wP-4USwcBu7_tO6cEL2ujxr1dqrnykF,regular_forms,בדיקה-1-56,False,2,0,1,2,4
בדיקה-1-56_page_0031.pdf,31,regular_docs,regular_form,0,train,https://drive.google.com/file/d/1x3t2gbNd16_30RHGbqhb1jhiHBg9OjQo/view?usp=drivesdk,1x3t2gbNd16_30RHGbqhb1jhiHBg9OjQo,regular_forms,בדיקה-1-56,False,1,0,0,0,2
בדיקה-1-56_page_0034.pdf,34,regular_docs,regular_form,0,train,https://drive.google.com/file/d/1aaYOrjisDfQLEamll7wJvHZwCgrIxHi6/view?usp=drivesdk,1aaYOrjisDfQLEamll7wJvHZwCgrIxHi6,regular_forms,בדיקה-1-56,False,2,0,1,2,4
בדיקה-1-56_page_0035.pdf,35,regular_docs,regular_form,0,train,https://drive.google.com/file/d/1BUfhxfVlNUemoyX1MVpGauHbwhglDarC/view?usp=drivesdk,1BUfhxfVlNUemoyX1MVpGauHbwhglDarC,regular_forms,בדיקה-1-56,False,2,0,1,2,4
בדיקה-1-56_page_0037.pdf,37,regular_docs,regular_form,0,train,https://drive.google.com/file/d/1ARLF9sylYVcKXdEcceKdy-Djc-IMKeFf/view?usp=drivesdk,1ARLF9sylYVcKXdEcceKdy-Djc-IMKeFf,regular_forms,בדיקה-1-56,False,3,0,1,1,2
בדיקה-1-56_page_0038.pdf,38,regular_docs,regular_form,0,train,https://drive.google.com/file/d/1OOSGjqANEbszGicslADAFPtrBUYDtuKl/view?usp=drivesdk,1OOSGjqANEbszGicslADAFPtrBUYDtuKl,regular_forms,בדיקה-1-56,False,2,0,1,1,3
בדיקה-1-56_page_0039.pdf,39,regular_docs,regular_form,0,train,https://drive.google.com/file/d/1apoZyzv0oOIZFFFpYqaxOuh9FxH5wf51/view?usp=drivesdk,1apoZyzv0oOIZFFFpYqaxOuh9FxH5wf51,regular_forms,בדיקה-1-56,False,3,0,0,0,0
בדיקה-1-56_page_0040.pdf,40,regular_docs,regular_form,0,train,https://drive.google.com/file/d/1SO7DfyJbRkKrrxXuP_YSgFWpSXxZlNKk/view?usp=drivesdk,1SO7DfyJbRkKrrxXuP_YSgFWpSXxZlNKk,regular_forms,בדיקה-1-56,False,1,1,0,1,4
בדיקה-1-56_page_0041.pdf,41,regular_docs,regular_form,0,train,https://drive.google.com/file/d/11JM_ZZHIvC6EZ13jHxwtZUbFruzjZVgz/view?usp=drivesdk,11JM_ZZHIvC6EZ13jHxwtZUbFruzjZVgz,regular_forms,בדיקה-1-56,False,3,0,1,1,2
בדיקה-1-56_page_0042.pdf,42,regular_docs,regular_form,0,train,https://drive.google.com/file/d/1eH1rrI4WhwJ-BwHwQ3j1nupehjs0k-AD/view?usp=drivesdk,1eH1rrI4WhwJ-BwHwQ3j1nupehjs0k-AD,regular_forms,בדיקה-1-56,False,2,0,1,1,3
בדיקה-1-56_page_0043.pdf,43,regular_docs,regular_form,0,train,https://drive.google.com/file/d/1zJs7PerQ3YSiHwfLndOSxyRifyINoJXd/view?usp=drivesdk,1zJs7PerQ3YSiHwfLndOSxyRifyINoJXd,regular_forms,בדיקה-1-56,False,1,0,0,1,3
בדיקה-1-56_page_0044.pdf,44,regular_docs,regular_form,0,train,https://drive.google.com/file/d/1hTp7ypKwQRVog4v-QIcU9idcg_HJ_1gj/view?usp=drivesdk,1hTp7ypKwQRVog4v-QIcU9idcg_HJ_1gj,regular_forms,בדיקה-1-56,False,2,0,0,1,2
בדיקה-1-56_page_0045.pdf,45,regular_docs,regular_form,0,train,https://drive.google.com/file/d/1ESRGvBoIHc_0zcCa0wkbeC1TBUS2yK-M/view?usp=drivesdk,1ESRGvBoIHc_0zcCa0wkbeC1TBUS2yK-M,regular_forms,בדיקה-1-56,False,2,0,1,1,3
בדיקה-1-56_page_0047.pdf,47,regular_docs,regular_form,0,train,https://drive.google.com/file/d/10FBO-1HVtTKmrhClMFtKueBhPIL2npYq/view?usp=drivesdk,10FBO-1HVtTKmrhClMFtKueBhPIL2npYq,regular_forms,בדיקה-1-56,False,3,0,0,0,0
בדיקה-1-56_page_0048.pdf,48,regular_docs,regular_form,0,train,https://drive.google.com/file/d/12mKG3V47DxyRGAMyqVbq0DDO6DdlMQbH/view?usp=drivesdk,12mKG3V47DxyRGAMyqVbq0DDO6DdlMQbH,regular_forms,בדיקה-1-56,False,3,0,0,1,1
בדיקה-1-56_page_0049.pdf,49,regular_docs,regular_form,0,train,https://drive.google.com/file/d/1aCwD_Sm5XtqwvuhkiDF1v5AofJCNjTfo/view?usp=drivesdk,1aCwD_Sm5XtqwvuhkiDF1v5AofJCNjTfo,regular_forms,בדיקה-1-56,False,2,0,1,1,3
